,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
99,99,George Foster,fostege01,348,"""If (George) Foster would have been playing with the Dodgers in the '50's they wouldn't have had to tear down Ebbets Field. George would have demolished it with shots off his bat."" - Sparky Anderson in Baseball Digest (Earl Lawson, August 1992, 'Memories of a Younger Sparky Anderson')",Right,El Camino Junior College
100,100,Jose Bautista,bautijo02,344,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Chipola Junior College
101,101,Curtis Granderson,grandcu01,344,"""The thing that I've constantly tried to work on is realizing that I only bat in that spot once a game, and that's to begin the game. After that, the situations begin to dictate themselves. Understanding that, I just go, 'OK, I don't have to go up there and take because I'm the leadoff guy. I don't have to go up there and hit a home run because I'm the three-guy.' If there's runners on base, I've got to get them in. If there's not, I've got to get on base."" - Granderson, Curtis. Granderson eyes improvement after big '11. Berry, Adam. MLB Staff Writer. 1 March 2012,",Left,University of Illinois at Chicago
102,102,Evan Longoria,longoev01,342,"""Here's a kid (Evan Longoria) who does not take anything for granted. He understands how blessed he is to be in the big leagues. But at the same time, he knows at a very early age that it's the same game he was playing in college and high school. To be able to have that type of mentality at this level is great. In all these situations, he's still just playing his game. That's not easy."" – Pena, Carlos. Soto, Longoria recognized by player. Muskat, Carrie. MLB Staff Writer. 22 October 2008.",Right,"California State University, Long Beach"
103,103,Ron Santo,santoro01,342,"""Very few players are as closely connected with a franchise as Ron Santo is with the Chicago Cubs. His extraordinary playing career, his rabid following as a broadcaster and his many charitable endeavors for the Chicagoland area—where he has made his home for nearly 30 years—makes his contributions to this franchise special and unique."" - MacPhail, Andy. Chicago Cubs President. Muskat, Carrie. Cubs to Retire Santo's No. 10. 15 September 2003.)",Right,None Attended
104,104,Jack Clark,clarkja01,340,"""I have two goals. The first is to play in the World Series and the second is to hit .400. And I think I'll do both - someday."" - Clark, Jack. 100 Things Giants Fans Should Know & Do Before They Die. Chastain, Bill. Author. Triumph Books. 4 April 2015. Page 129.",Right,None Attended
105,105,Paul Goldschmidt,goldspa01,340,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Texas State University
106,106,Tino Martinez,martiti02,339,"""I think the word 'professional' is over used sometimes in sports, but this is the consummate professional. His (Tino Martinez) work ethic, what he brings on and off the field, is going to be a tremendous example to our young players."" - LaMar, Chuck. Tampa Bay Devil Rays General Manager. USA Today Sports Weekly. 3 March 2004.",Left,University of Tampa
107,107,Dave Parker,parkeda01,339,"""The talent Dave Parker has is just awesome,"" said Pirate captain Willie Stargell. ""He can excel in every phase of the game."" ""Dave Parker can beat you in every way,"" says Pirate Manager Chuck Tanner. ""He can beat you with the home run, or the single. He can beat you with his speed, or his throwing arm or his defense. He is the complete player."" - AP Wire. The Pittsburgh Press: Pirate Profiles: Dave Parker. 17 March 1980. Page B-8.",Left,None Attended
108,108,Boog Powell,powelbo01,339,"""If Boog Powell held out his arm, he'd be a railroad crossing."" - Broadcaster Joe Garagiola in Total Baseball: The Official Encyclopedia of Major League Baseball (John Thorn, Total Sports Publishing, 03/30/2001, Page 2,470)",Left,None Attended
109,109,Don Baylor,baylodo01,338,"""He (Don Baylor) played under many managers and once commented, 'Playing for Yogi (Berra) is like playing for your father. Playing for Billy (Martin) is like playing for your father-in-law.' Regardless of his manager, Baylor excelled. His finest season was in 1979, when he led the AL in runs scored, with 120; runs driving in, 139; and home runs, 36 - all career bests. Surprisingly, that was the only season he was a member of an All-Star roster. As fearless as they come, he led his league for the most times hit by pitches - an eye popping and body-aching eight times."" - Author Brad Engel in Tales from First Base: The Best, Funniest, and Slickest First Basemen Ever (Potomac Books, 03/01/2013, Page 19)",Right,Blinn College
110,110,Joe Adcock,adcocjo01,336,"""The wind had been blowing in all night, and maybe it was a freak because when I came to bat, the flag in center field was still. I was thinking he'd (Harvey Haddix) been keeping the ball away from me all night and maybe he'd do it again, and he did and I hit it."" - Joe Adcock [On hitting a game-winning double to break up Harvey Haddix 12 inning perfect game.] (Richard Goldstein, 05/04/1999, 'Joe Adcock, 71, Power Hitter For Milwaukee Braves in 50's', Source)",Right,Louisiana State University
111,111,Robinson Cano,canoro01,335,"""Well, I just say, oh, God, this at bat is my first one (in postseason history), and we've got to take a lead. We're playing away and if you can help me, I can get a hit in this at bat right here. If we can get two runs, that's going to be great."" - Cano, Robinson. Postgame Press Conference. 5 October 2005.",Left,None Attended
112,112,Darryl Strawberry,strawda01,335,"""When I look in the mirror, I look at the enemy. There is no one to blame for this but myself. I should have bought myself a mirror a long time ago."" - Strawberry, Darryl. The Yankees Fanatic. Howe, Randy. Lyons Press Publishing. 1 March 2007. Page 160.",Left,None Attended
113,113,Moises Alou,aloumo01,332,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Canada College
114,114,Bobby Bonds,bondsbo01,332,"""I don't know why he's not in the Hall of Fame because Bobby (Bonds) could do a lot of things. If you're looking at numbers, he had 30-30 (homers-stolen bases) many times. He had speed, he had power, he could throw and he knew how to play right field. I feel he should be in the Hall of Fame right along with us."" - Mays, Willie. Mays says Bobby Bonds Hall-worthy. Johnson, Chuck. USA Today Staff Writer. 24 August 2003.",Right,None Attended
115,115,Hank Greenberg,greenha01,331,"""When I was playing, I used to resent being singled out as a Jewish ballplayer. I wanted to be known as a great ballplayer, period. I'm not sure why or when I changed, because I'm still not a particularly religious person. Lately, though, I find myself wanting to be remembered not only as a great ballplayer, but even more as a great Jewish ballplayer."" - Greenberg, Hank. The 50 Greatest Players in Detroit Tigers History. Cohen, Robert W. Author. Taylor Trade Publishing. 1 October 2015. Page 13.",Right,New York University (DNP)
116,116,Derrek Lee,leede02,331,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
117,117,Shawn Green,greensh01,328,''He's (Shawn Green) kind of been in that zone. He has the kind of swing that can get it up in the air. I wish the best for him. He's now part of the young men who did some damage (hit four home runs during the same game) in one particular day.'' - Mike Cameron,Left,None Attended
118,118,Mo Vaughn,vaughmo01,328,"""Vaughn was on the fast track to Cooperstown when he left the Sox as a free agent after the '98 season. He was coming off a career-best .337 season, already had one Most Valuable Player trophy and three All-Star appearances to his credit, and had 230 home runs and 752 RBIs. But in the five years after he left, Vaughn played just 466 games, missing 2001 and shutting down last season with the Mets May 2. His numbers all declined drastically -- .267 average, 98 homers, and 312 RBIs -- and his acquisition, first by the Angels, then by the Mets, was considered a colossal mistake by both clubs, and indirectly led to the firing of two general managers, Bill Bavasi by the Angels, and Steve Phillips by the Mets."" - Edes, Gordon. Boston Globe Staff Writer. For Vaughn, no mo' baseball. 25 January 2004.",Left,Seton Hall University
119,119,Nolan Arenado,arenano01,325,"""Nolan Arenado became the first rookie third baseman in National League history to win a Rawlings Gold Glove Award, and left fielder Carlos Gonzalez took home the award for the third time in the last four years. Arenado, 22, was promoted to the Majors on April 28, about a month into the season. It didn't take him long to move to the head of the third-base class with his numerous highlight-level plays and general dependability and range at the position. He finished second in the league in putouts and assists at the position despite playing most of April at Triple-A Colorado Springs. The Red Sox's Frank Malzone in 1957 is the only American League rookie third baseman to win it. 'It means a lot. It's pretty special, pretty crazy,' Arenado said. 'I'm still kind of in shock, you know, and still can't believe it. It's a blessing, man. I'm very happy.'"" - Harding, Thomas. MLB Staff Writer. Arenado joins CarGo with Gold Glove, makes history. 29 October 2013.",Right,None Attended
120,120,Jermaine Dye,dyeje01,325,"""I had a great run, a great career. I'm happy with all my accomplishments. I played on some great teams, won a World Series. Not a lot of people get a chance to say that."" - Dye, Jermaine. Fox Sports: Dye 'At Peace With Decision to Retire. 31 March 2011.",Right,Cosumnes River College
121,121,Willie Horton,hortowi01,325,"""Willie Horton is Detroit. Detroit is Willie Horton. This book (Willie Horton: Detroit's Own Willie the Wonder) is supposed to be for young readers. Wrong. It is also for 73-year-old, white-haired sportswriters. A true joy for all to read. Don't miss it."" - Falls, Joe. Detroit News Staff Writer. Willie Horton Detroit's Own Willie the Wonder. 1 November 2001.",Right,None Attended
122,122,Justin Upton,uptonju01,325,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
123,123,Gary Carter,cartega01,324,"""As (Gary) Carter's game improved, so did the fortunes of the (Montreal) Expos. Led by 'The Kid,' a nickname Carter acquired as a result of his youthful exuberance and ever-present smile, the team steadily improved from 107 losses in 1976 to back-to-back second place finishes in 1979 and 1980."" - The National Baseball Hall of Fame (2003) [Gary Carter Quotes]",Right,None Attended
124,124,Lance Parrish,parrila02,324,"""He's (Lance Parrish) going to be the next super star in the American League. He will be one of the best. He has tremendous power and throws as good as anybody."" - Detroit Tigers Manager Les Moss",Right,None Attended
125,125,Freddie Freeman,freemfr01,321,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
126,126,Ron Gant,gantro01,321,"""I'm a more mature player now. If that means I'm better, then, yeah, I'm better. I know mentally I approach the game differently. I just do better under pressure situations... The comeback hasn't surprised me, but I didn't think I could get off to this fast a start. I knew I couldn't afford a slow start, because I was under such a microscope."" - By Dave Van Dyck in Baseball Digest (December 1995, 'Hard Work Paid Off for '95 'Comeback' Star Ron Gant', Page 43)",Right,None Attended
127,127,Vinny Castilla,castivi02,320,"""He (Vinny Castilla) definitely was one of the best fastball hitters I've ever seen. He could turn around anyone's fastball in his prime. That became a thing around the league, and everybody knew Vinny was a dead fastball hitter, and you could not get a fastball by him. I remember Mark Wohlers throwing 102 when he was in his prime in Atlanta, and he comes in, and Vinny just turned him around."" - Teammate Ellis Burks in the Rocky Mountain News (Jack Etkin, 09/04/2006, 'Read for one last blast on Blake Street', Source)",Right,Benito Suarez
128,128,Troy Glaus,glaustr01,320,"""Home runs don't matter to me. That's not the number I'm interested in, that I evaluate my year on. It's RBIs and runs scored. So I consider last year (2002) as being a more successful year than any other I've had personally. And with the team winning the World Series, it doesn't really matter what happens before that, anyway."" - Troy Glaus",Right,"University of California, Los Angeles"
129,129,Jay Bruce,bruceja01,319,"""As far as baseball goes, I love baseball. I love it. Anyone who knows me knows that I am such a big fan of baseball. I always have been. I go home at night and I watch baseball. And some people think that's crazy. Some people think it's awesome. Who knows?"" - Bruce, Jay. Public Announcement. New York Yankees Press Room. 18 April 2021.",Left,None Attended
130,130,Cecil Fielder,fieldce01,319,"""After the game (Cecil) Fielder explained that getting his first stolen base had been only a matter of time: 'I told you I was going to get one,' he said. 'I've been working on my jumps the last nine years. The pressure's off now. I'll go on from here. Buddy (Bell) might start me moving a little more, now that he has seen me run.' After everyone stopped laughing at that last remark, Fielder added, 'Hopefully, he won't.'"" - Shannon, Mike. Author. Tales from the Dugout: The Greatest True Baseball Stories Ever Told. McGraw-Hill Publishers. 11 January 1998. Page 70.",Right,"University of Nevada, Las Vegas"
131,131,Prince Fielder,fieldpr01,319,"""I am known mostly as a home run hitter, and I am O.K. with that. Whatever anybody wants to see me as is fine. There are other parts of my game, but I can't make people notice those things. I can't do anything about it, so I can only play hard and hope they notice the defense and some of the other things."" - Prince Fielder in Sports Illustrated (August 7, 2006, Page 34)",Left,None Attended
132,132,Roy Sievers,sievero01,318,"""I think the hitter has the advantage today, simply because the pitchers aren't allowed to throw at them in any way and that takes the edge from the pitcher."" - Roy Sievers",Right,None Attended
133,133,George Brett,brettge01,317,"""George Brett could fall out of bed on Christmas morning and hit a line drive."" - Former Kansas City Royals General Manager John Scherholz in George Brett: A Royal Hero (KC Star, Sports Publishing, 06/01/1999, Page 28) [George Brett Quotes]",Left,None Attended
134,134,Adrian Gonzalez,gonzaad01,317,"""When I first started looking at video, I did a lot of stuff that normal people do, where they just look at their own swing and try to break down their swing so they can make adjustments on their swing, but then I realized that I don't need video to know my swing. I know my swing. So I'm better off putting that time into getting to know the pitcher and catcher. Once I get to know the pitcher and catcher, I can pretty much call their game. I feel when I'm at the plate, I can tell what a catcher wants to call or what a pitcher wants to throw. At that point, it's just about execution."" - Adrian Gonzalez in The Los Angeles Times (Dylan Hernandez, 10/05/2013, 'Dodgers' Adrian Gonzalez is a film buff when it comes to hitting', Source)",Left,None Attended
135,135,Ron Cey,ceyro01,316,"""I felt that the '81 team was very unique, and a team of destiny, because we had five outfielders during their career that were All-Stars. All four infielders were multiple All-Stars, one catcher that became an All-Star, plus seven pitchers that were or became All-Stars. Also, of those pitchers, there were three Rookies of the Year, and at least three were Cy Young Award winners. That's why it was such a unique thing, the '81 team. The '77 team was probably the most talented even though we won 102 games and went to the World Series in 1984, the '77 team was a stronger team. But the '81 team accomplished the ultimate goal."" - Cey, Ron. Cey chats Dodgers, past and present. 23 May 2006.",Right,Washington State University
136,136,Matt Holliday,hollima01,316,"""If I were Commissioner for a day I'd change the rules so that you get credited with a sacrifice if you get a runner from second to third on a fly ball or on a ground ball."" - Matt Holliday in Sports Illustrated (The Questions, 08/21/2006, pg 38)",Right,None Attended
137,137,Scott Rolen,rolensc01,316,"""You know W.W.J.D., what would Jesus do? Here, it’s what would Scott do? He doesn't argue with the umpires, he runs every single ball out, he makes great plays, he makes routine plays, he gets the runner in when he needs to get him in, he gets the runner over when he needs to get him over. He just plays the game exactly how it should be played. You never second-guess anything he does."" - Gomes, Jonny. Investment in Rolen Is Paying Off for the Reds. Kepner, Tyler. New York Times Staff Writer. 1 June 2010.",Right,None Attended
138,138,Jeromy Burnitz,burnije01,315,"""(Matt) Holliday's father, Tom, coached (Jeromy) Burnitz at Oklahoma State, the first time their paths crossed. They became teammates for the first time on April 15, when Holliday was called up to replace the injured Preston Wilson. Now, they're linked in a rather unusual way - hitting back-to-back homers twice in a game. 'I remember Jeromy from when I was little,' Holliday said. 'Just being in the same outfield with him is a thrill.' Burnitz shared the thrill over a rare feat. After he led off the seventh inning with his 12th homer, he went back to the dugout and had just finished accepting congratulations when Holliday matched him again. Burnitz's jaw dropped and his eyes widened when the ball cleared the wall. 'I was just happy it happened,' Burnitz said. 'It's always nice to be a rookie and to go deep. I was excited for him.'"" - AP Sports Writer Joe Kay (The Advocate-Messenger, 05/19/2004, 'Burnitz, Holliday homers sink Reds', Page B3)",Left,Oklahoma State University
139,139,J.D. Martinez,martijd02,315,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Nova Southeastern University
140,140,Manny Machado,machama01,314,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
141,141,Reggie Smith,smithre06,314,"""We're spending all our money to try to solve the problems in the Middle East. We ought to be spending it on educating these idiots (Yankees fans) here."" - Reggie Smith (in 1978 World Series)",Both,None Attended
142,142,Ivan Rodriguez,rodriiv01,311,"""He's the best. Johnny Bench was that one catcher who used to get all that recognition. But Ivan, he's done it batting average-wise, power-wise, and you change your whole offensive scheme when he's the catcher whether you're going to steal a lot because he's dominant in that area. It's very unusual to be a catcher and be that effective both offensively and defensively."" - New York Yankees Manager Joe Torre in Baseball Digest (Simon Gonzalez, July 2001)",Right,None Attended
143,143,Jay Buhner,buhneja01,310,"""But one thing Lou (Piniella) did not have in '02 that he had had throughout his tenure was right fielder Jay Buhner, the best team leader the franchise ever had. Whereas Ken Griffey Jr. was the face of the franchise from 1989 through 1998, Jay Buhner was the grunge during his fourteen seasons with the Mariners. The oft-injured Buhner retired at the end of the 2001 season, one small step from his ultimate goal — playing and winning a World Series. 'Bone,' as he was known, kept everyone in the clubhouse in line. You didn't mess with Lou or anyone, or you would hear it from Bone. He was big, bald, and powerful. He was also a clubhouse character, one time emerging from a shower in spring training wearing nothing but a smile and a bagel — in a certain area of his body. Jay took gruff from no one. He spoke, and teammates listened."" - Street, Jim. Author. Life From The Press Box: Recollections of a Sportswriter. CreateSpace Publishing. 27 December 2012. Page 143.",Right,None Attended
144,144,Edgar Martinez,martied01,309,"""Seattle Mariner Edgar Martinez remains baseball's most anonymous star and dares not leave home without his credit card. He is the Billy Williams of his day, a little recognized performer, lost on a team that hasn't had a lot of success, toiling in relative obscurity, putting up big numbers nonetheless."" - Bianchine, Jim. Baseball Digest Contributor. Mariners' Edgar Martinez: An Unsung Batting Champion. December 1995 Issue. Page 38.",Right,American College
145,145,Greg Luzinski,luzingr01,307,"""There was never any doubt why Greg Luzinski was called 'The Bull.' One look at him, and the reason was obvious. Quite simply, Luzinski was built like a bull. Big. Muscular. strong. 'He was a doorway and a half,' sportswriter Phil Elderkin once wrote. 'They could hold the Winter Olympics on his shoulders, balance Rhode Island on his knees, and plug up leaky dams with his feet."" - Westcott, Rich. Philadelphia's Top Fifty Baseball Players: The Bull Could Bash the Ball. University of Nebraska Press. 1 May 2013.",Right,None Attended
146,146,Al Simmons,simmoal01,307,"""I was a great ballplayer under Mr. (Connie) Mack's guidance. After I left, I was just another ballplayer. Mr. Mack was the greatest man I ever met in my life. I owe a lot to Ty Cobb, too. I learned a lot from him when we were roommates the last two years he played for Mr. Mack."" - Al Simmons",Right,None Attended
147,147,Miguel Tejada,tejadmi01,307,"""I don't think there can be anyone on earth more happy than I am right now (after winning the A.L. MVP Award). Inside, I feel fulfilled."" - Miguel Tejada (November 12, 2002)",Right,None Attended
148,148,Bryce Harper,harpebr03,306,"""'That's a clown question, bro.' Harper had just posted his second straight three-hit game -- one that included the longest home run of his young career -- to help the upstart Nationals win their fifth straight game and pull to a four-game lead in the National League East. But all one reporter wanted to know was if the 19-year-old emerging star was going to celebrate with a Canadian beer and, if so, which one is his favorite. Now as the hard-core journalist diligently pointed out, Harper is of legal drinking age up there, but still the young outfielder wasn't about to play along. Instead, he just gave the guy a look that could kill and then delivered what is sure to be the catchphrase of the year."" - Schilken, Chuck. Los Angeles Times Staff Writer. Bryce Harper to reporter: 'That's a clown question, bro. 13 June 2012.",Left,College of Southern Nevada
149,149,Fred Lynn,lynnfr01,306,"""One man doesn't make a team. All the awards are great, but they are secondary to winning. If we didn't win, none of these awards would mean anything."" - Fred Lynn (Hollander, Zander. The 1976 Complete Handbook of Baseball. Signet Publishing. 02 March 1976.)",Left,University of Southern California
150,150,Richie Sexson,sexsori01,306,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
151,151,Ruben Sierra,sierrru01,306,"""Two factors weigh heavily in (Ruben) Sierra's favor: He's a switch hitter and he faces less wear and tear in the outfield. At a similar age, Sierra is ahead of the pace of countryman Roberto Clemente, the only Latin member of the (3,000 Hits) Club."" - Inside Sports. 2 February 1991.",Both,None Attended
152,152,Raul Ibanez,ibanera01,305,"""I was hitting .290-something towards the end of the year, and people were calling and telling me to try and hit .300. I'd rather go 1-for-4 with three RBI than 3-for-4 with the bases empty. When you drive in runs, you have a direct impact on the outcome of the game."" - Ibanez, Raul. The Kansas City Star. 19 October 2002.",Left,Miami Dade Community College
153,153,David Justice,justida01,305,"""They (the New York fans, before playing Game 6 of the 1998 American League Championship Series) can't get any rougher on us unless they show up with Uzis."" - David Justice",Left,Thomas More College
154,154,Reggie Sanders,sandere02,305,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Spartanburg Methodist College
155,155,Steve Finley,finlest01,304,"""He (Steve Finley) insists that he doesn't do anything different. For whatever reason, the career numbers would bear out that he struggles very early in the season. The career numbers would also bear out that if you're patient, you stick with him. He'll figure it out and he'll put up the numbers you expect out of him by the end of the season."" - Manager Bob Brenly",Left,Southern Illinois University
156,156,Rogers Hornsby,hornsro01,301,"""People ask me what I do in winter when there's no baseball. I'll tell you what I do, I stare out the window and wait for spring."" - Rogers Hornsby [Rogers Hornsby Quotes]",Right,None Attended
157,157,Carlos Santana,santaca01,301,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Both,None Attended
158,158,Chuck Klein,kleinch01,300,"""It was unfortunate that it took the Hall of Fame until 1980, well after his (Chuck Klein) death on March 28, 1958, to recognize his greatness. But no longer does he go unnoticed for his greatness, and the plaque in Cooperstown is testament to that. And in Philadelphia, he will always be remembered as the superstar who had five of the greatest seasons ever produced in baseball history and as the favorite Phillie of 1933."" - Mann, Michael Francis. Author. Baseball's Rare Triple Crown. Xlibris Corporation. 26 September 2011. Page 84.",Left,None Attended
159,159,Andrew McCutchen,mccutan01,299,"""I want to thank you guys for what you have done,"" said McCutchen, accepting and welcoming the burden. ""For believing in me, and in what I can do, and giving me this opportunity to showcase my talents with the Pirates."" Those words have to make the flesh of Bucs fans tingle, as will this pledge by McCutchen: ""They always say, 'Don't let it change you.' I don't believe I'll do that. I will remain the same, show up every day and give it 100 percent for my team, do everything I can to help my team win."" - Singer, Tom. MLB Staff Writer. Bucs, McCutchen complete six-year contract. 6 March 2012.",Right,None Attended
160,160,Tim Salmon,salmoti01,299,"""72. Tim Salmon: An old-fashioned hard-hat kind of player, good arm, not too much speed, works hard and rarely goes into a slump."" - Bill James in The New Bill James Historical Baseball Abstract (Bill James, 'Top 100 Right Fielders', Free Press Publishing, 06/13/2003, Page 832)",Right,Grand Canyon University
161,161,Mark Reynolds,reynoma01,298,"""I am definitely going to leave the field dirty. I am not afraid to dive into the stands, I am not afraid to take on a catcher at home plate. I definitely play the game 100 percent, full board all nine innings, and you'll never see me loafing out there. If I am loafing, it must mean that I am hurt. I am a hard-nosed player, and I'll go out there every day with all I've got."" - Reynolds, Mark. Orioles thrilled to add Reynolds' bat to lineup. Ghiroli, Brittany. MLB Staff Writer. 6 December 2010.",Right,University of Virginia
162,162,Rickey Henderson,henderi01,297,"""If my uniform doesn't get dirty, I haven't done anything in the baseball game."" - Henderson, Rickey. National Baseball Hall of Fame. Rickey Henderson Biography. Last Updated 18 December 2022. [Rickey Henderson Quotes]",Right,None Attended
163,163,Chris Davis,davisch02,295,"""The thing is, when he's (Chris Davis) relaxed, there's not many people better. I think that's what he needs. It always helps to be secure to where you can go about your own work, do your own thing and strive for your goals without having to be constantly looking over your shoulder thinking, 'What's this guy doing? What's that guy doing?'"" - Teammate Tommy Hunter (Ghiroli, Brittany. O's have faith in Davis' ability to prove his worth. 5 March 2012.)",Left,Navarro College
164,164,Anthony Rizzo,rizzoan01,295,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
165,165,Magglio Ordonez,ordonma01,294,"""In a country that celebrates its baseball players like royalty, Ordonez was now among the chosen ones. A couple years ago, kids on Caracas ballfields would all yell: 'I'm Andres (Galarraga)' or 'I'm Omar (Vizquel).' Suddenly, 'I'm Magglio' was added to the mix. After a six-year journey that included minor league stops in Sarasota, Hickory, Prince William, Birmingham and Nashville, Ordonez realized he had arrived. 'It was exciting,' Ordonez said. 'I get to the airport and everyone is like, `Oh, it's Magglio.' It's a good feeling. When you get used to that, it makes you work even harder: That's what I have done this year -- work harder and see what happens next.'"" - Sullivan, Paul. Sports Writer. Baseball Digest. October 2000.",Right,None Attended
166,166,Robin Ventura,venturo01,294,"""But Ventura isn't a numbers man. 'Winning is Robin's No. 1 priority,' said Joe Nossek, the White Sox bench coach. 'The money and the stats, they're secondary when it comes to Robin.' Pitcher Jack McDowell, who leads the American League with 21 victories, concurs. 'He's the ideal teammate,' McDowell insisted. 'The team is absolutely No. 1 with him.' McDowell also is impressed with Ventura's competitive manner: 'He's quiet, but very determined. He's about as even keel as anyone I've ever come across.' There is no doubt Ventura is made of the right stuff. This was evident in 1990, two to three weeks into his rookie season when he went hitless in 41 consecutive at-bats. 'A slump like that would have destroyed a lot of young players,' observed Whitey Lockman, the former Giants and Cubs manager who is now an executive with the Florida Marlins. Lockman scouted Ventura when Robin was an All-American college player at Oklahoma State. 'Just looking at him, on and off the field, you knew he was special,' Lockman said."" - Holtzman, Jerome. Chicago Tribune Baseball Writer. Winning Comes 1st With Ventura. 22 September 1993.",Left,Oklahoma State University
167,167,Kent Hrbek,hrbekke01,293,"""The most human baseball player ever, he went to the postseason galas because the beer was free. He was big, funny and marvelous. Upon first meeting the White Sox's diminutive Craig Grebeck, who wore No. 14 as did Hrbek, Hrbek told him 'you should put a slash between the 1 and 4 and you'd be 1/4th.' In retirement, and while sitting around the fire during a camping trip, Van Slyke said Hrbek played a tape recording of his best farts."" - Tim Kurkjian in ESPN The Magazine (The Crazy & The Wacky, May 2004)",Left,None Attended
168,168,Pat Burrell,burrepa01,292,"""There's nothing you can do about yesterday. The biggest thing for me is to realize that last season is over. I've prepared in every way I can to be the player I'm capable of."" - Pat Burrell in USA Today Sports Weekly (March 3-9,2004)",Right,University of Miami
169,169,Rusty Staub,staubru01,292,"""The redhead from New Orleans signed with the Houston Colt .45’s in 1961 for a bonus of $110,000. In 1963, at barely 19 years old, Rusty Staub began his baseball career as Houston’s first great rookie hope. Staub worked harder than most to become the durable, excellent offensive player that his 23-year career revealed him to be. Hall of Fame greats Ted Williams and Duke Snider both described Rusty Staub as one of the greatest pure hitters they had ever seen."" - Texas Baseball Hall of Fame (2006, 'RUSTY STAUB', Source)",Left,None Attended
170,170,Craig Biggio,biggicr01,291,"""I get in that box, and I'm not thinking about moving because if I have to think about moving, I can't hit like I want to hit."" - Biggio, Craig. Baseball Turf War Focuses on Inner Part of Plate. Baseball Digest. August 1998.",Right,Seton Hall University
171,171,Jimmy Wynn,wynnji01,291,"""It was a great sign of respect. Anytime you get your number retired, it's almost like going into the Hall of Fame. To have my number up there with the best players ever to play in Houston is number one in my life."" - Jimmy Wynn (AP Wire, June 25, 2005)",Right,Central State University
172,172,Bobby Abreu,abreubo01,288,"""That's my dream (winning a batting title). I pride myself on average, not home runs. I'm never going to try to hit home runs because that's just not me."" - Bobby Abreu in Baseball Digest (June 2002)",Left,None Attended
173,173,Del Ennis,ennisde01,288,"""Now a pitcher can't go out of his way to hit somebody, he can't knock you down, and when we played we didn't wear helmets. They'd tell you they were going to put one in your ear and when you looked back and saw the catcher's glove by your heard you got the idea you shouldn't take a toehold."" - Del Ennis in Baseball Digest (July 1975)",Right,None Attended
174,174,Bob Johnson,johnsbo01,288,"""Indian Bob Johnson never had one of those super seasons that make everyone sit up and whistle. While phenoms came, collected their MVP trophies, and faded, he just kept plodding along hitting .300, with a couple dozen homers and a hundred ribbies year after year. Like a guy punching a time clock."" - Bob Carroll in For the Hall of Fame : Twelve Good Men (1985)",Right,None Attended
175,175,Hank Sauer,sauerha01,288,"""As far as I’m concerned, I was one way. I wanted to win. There was no other way I could play."" - Hank Sauer in Banks to Sandberg to Grace (2001)",Right,None Attended
176,176,Garret Anderson,anderga01,287,"""He reminds me a lot of myself as a player because I didn't think anybody could get me out. All good hitters have that same thing about them. It's just something they're gifted with."" - Rod Carew in Baseball Digest (December 1995, George Vass, 'Here's Baseball Digest's Rookie All-Star Team for '95', Page 26)",Left,None Attended
177,177,Bobby Bonilla,bonilbo01,287,"""He's (Bobby Bonilla) a total player and he's only going to get better. I said last year that I thought he'd eventually be one of the best in the National League. It's happened faster than I expected. He's more aggressive at the plate now than before. He's still a big lovable guy, but he's also a tough son-of-a-bitch when he's got a bat in his hands."" - Leyland, Jim. Pittsburgh Pirates Manager. Baseball Digest. September 1988.",Both,None Attended
178,178,Brian Giles,gilesbr02,287,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
